name,time,value
t(0)t0,13,0.825
t(0)t0,14,0.85
t(0)t0,15,0.875
t(0)t0,16,0.9
t(0)t0,17,0.925
t(0)t0,18,0.95
t(0)t0,19,0.975
t(0)t0,20,0.5
t(0)t0,21,0.382069
t(0)t0,22,0.46788245
t(0)t0,23,0.3364007
t(0)t0,24,0.22176692
t(0)t0,25,0.38959473
t(0)t0,26,0.27412227
t(0)t0,27,0.47318888
t(0)t0,28,0.48451266
t(0)t0,29,0.2801574
t(0)t0,30,0.56459767
t(0)t0,31,0.29720008
t(0)t0,32,0.35798457
t(0)t0,33,0.55487674
t(0)t0,34,0.64951515
t(0)t0,35,0.70157725
t(0)t0,36,0.62217706
t(0)t0,37,0.5441035
t(0)t0,38,0.58218294
t(0)t0,39,0.56089014
t(0)t0,40,0.48969436
t(0)t0,41,0.4048678
t(0)t0,42,0.5199053
t(0)t0,43,0.39962915
t(0)t0,44,0.5711896
t(0)t0,45,0.5597923
t(0)t0,46,0.6224398
t(0)t0,47,0.47158542
t(0)t0,48,0.48514605
t(0)t0,49,0.49693668
t(0)t0,50,0.6502436
t(0)t0,51,0.6309313
t(0)t0,52,0.33002412
t(0)t0,53,0.4965423
t(0)t0,54,0.5036714
t(0)t0,55,0.4896178
t(0)t0,56,0.49576047
t(0)t0,57,0.2795991
t(0)t0,58,0.34164974
t(0)t0,59,0.3408944
t(0)t0,60,0.41561633
t(0)t0,61,0.46224144
t(0)t0,62,0.33759972
t(0)t0,63,0.37811202
t(0)t0,64,0.5525097
t(0)t0,65,0.4557621
t(0)t0,66,0.5786143
t(0)t0,67,0.6059524
t(0)t0,68,0.19470641
t(0)t0,69,0.37704676
t(0)t0,70,0.5596399
t(0)t0,71,0.6509538
t(0)t0,72,0.5426074
t(0)t0,73,0.6132025
t(0)t0,74,0.6353949
t(0)t0,75,0.44016182
t(0)t0,76,0.2836656
t(0)t0,77,0.31374353
t(0)t0,78,0.41488045
t(0)t0,79,0.31363547
t(0)t0,80,0.4705888
t(0)t0,81,0.4945309
t(0)t0,82,0.4955285
t(0)t0,83,0.40344808
t(0)t0,84,0.2244848
t(0)t0,85,0.20658678
t(0)t0,86,0.4719275
t(0)t0,87,0.5272144
t(0)t0,88,0.4539712
t(0)t0,89,0.46626157
t(0)t0,90,0.3761484
t(0)t0,91,0.3816496
t(0)t0,92,0.2854034
t(0)t0,93,0.28104573
t(0)t0,94,0.48400337
t(0)t0,95,0.46395987
t(0)t0,96,0.47825843
t(0)t0,97,0.64877576
t(0)t0,98,0.48253047
t(0)t0,99,0.3584885
t(0)t0,100,0
t(0)t0,101,1
t(0)t1,0,0.42483082
t(0)t1,1,0.6743112
t(0)t1,2,0.43673304
t(0)t1,3,0.41252503
t(0)t1,4,0.18037316
t(0)t1,5,0.38981494
t(0)t1,6,0.5543516
t(0)t1,7,0.56334054
t(0)t1,8,0.3467019
t(0)t1,9,0.39425662
t(0)t1,10,0.5276469
t(0)t1,11,0.45655033
t(0)t1,12,0.50116765
t(0)t1,13,0.5627683
t(0)t1,14,0.48925954
t(0)t1,15,0.39413312
t(0)t1,16,0.2878048
t(0)t1,17,0.56891245
t(0)t1,18,0.7504529
t(0)t1,19,0.6831213
t(0)t1,20,0.5
t(0)t1,21,0.525
t(0)t1,22,0.55
t(0)t1,23,0.575
t(0)t1,24,0.6
t(0)t1,25,0.625
t(0)t1,26,0.65
t(0)t1,27,0.675
t(0)t1,28,0.7
t(0)t1,29,0.725
t(0)t1,30,0.75
t(0)t1,31,0.775
t(0)t1,32,0.8
t(0)t1,33,0.825
t(0)t1,34,0.85
t(0)t1,35,0.875
t(0)t1,36,0.9
t(0)t1,37,0.925
t(0)t1,38,0.95
t(0)t1,39,0.975
t(0)t1,40,0.5
t(0)t1,41,0.23324792
t(0)t1,42,0.3507692
t(0)t1,43,0.34673938
t(0)t1,44,0.25170654
t(0)t1,45,0.21697971
t(0)t1,46,0.48690656
t(0)t1,47,0.55947125
t(0)t1,48,0.51556265
t(0)t1,49,0.290899
t(0)t1,50,0.3523051
t(0)t1,51,0.39035365
t(0)t1,52,0.557417
t(0)t1,53,0.7004031
t(0)t1,54,0.70678633
t(0)t1,55,0.6219221
t(0)t1,56,0.6884924
t(0)t1,57,0.5459678
t(0)t1,58,0.56328446
t(0)t1,59,0.67936033
t(0)t1,60,0.41856238
t(0)t1,61,0.3515048
t(0)t1,62,0.374857
t(0)t1,63,0.25263387
t(0)t1,64,0.5708387
t(0)t1,65,0.5401565
t(0)t1,66,0.48819098
t(0)t1,67,0.44654363
t(0)t1,68,0.48708156
t(0)t1,69,0.54303503
t(0)t1,70,0.4015923
t(0)t1,71,0.66266966
t(0)t1,72,0.39355916
t(0)t1,73,0.41674066
t(0)t1,74,0.5449426
t(0)t1,75,0.49059662
t(0)t1,76,0.5427611
t(0)t1,77,0.2943314
t(0)t1,78,0.30273378
t(0)t1,79,0.4303337
t(0)t1,80,0.3672728
t(0)t1,81,0.42482945
t(0)t1,82,0.51761234
t(0)t1,83,0.28697455
t(0)t1,84,0.5535929
t(0)t1,85,0.48032516
t(0)t1,86,0.6695126
t(0)t1,87,0.47512153
t(0)t1,88,0.19504848
t(0)t1,89,0.5665924
t(0)t1,90,0.5762804
t(0)t1,91,0.59575045
t(0)t1,92,0.5625166
t(0)t1,93,0.72079754
t(0)t1,94,0.46988004
t(0)t1,95,0.44851434
t(0)t1,96,0.354725
t(0)t1,97,0.35199457
t(0)t1,98,0.28710482
t(0)t1,99,0.3452575
t(0)t1,100,0
t(0)t1,101,1
t(0)t2,0,0.5855174
t(0)t2,1,0.5814814
t(0)t2,2,0.5798146
t(0)t2,3,0.6312618
t(0)t2,4,0.44913363
t(0)t2,5,0.3961466
t(0)t2,6,0.32043362
t(0)t2,7,0.28838983
t(0)t2,8,0.4909985
t(0)t2,9,0.32051218
t(0)t2,10,0.643101
t(0)t2,11,0.45974824
t(0)t2,12,0.60676026
t(0)t2,13,0.4598016
t(0)t2,14,0.392768
t(0)t2,15,0.4082821
t(0)t2,16,0.29662314
t(0)t2,17,0.4775148
t(0)t2,18,0.4766307
t(0)t2,19,0.51956886
t(0)t2,20,0.42337868
t(0)t2,21,0.44191325
t(0)t2,22,0.47199434
t(0)t2,23,0.4700199
t(0)t2,24,0.3502763
t(0)t2,25,0.4900311
t(0)t2,26,0.4969052
t(0)t2,27,0.3483058
t(0)t2,28,0.36008862
t(0)t2,29,0.5440442
t(0)t2,30,0.5
t(0)t2,31,0.525
t(0)t2,32,0.55
t(0)t2,33,0.575
t(0)t2,34,0.6
t(0)t2,35,0.625
t(0)t2,36,0.65
t(0)t2,37,0.675
t(0)t2,38,0.7
t(0)t2,39,0.725
t(0)t2,40,0.75
t(0)t2,41,0.775
t(0)t2,42,0.8
t(0)t2,43,0.825
t(0)t2,44,0.85
t(0)t2,45,0.875
t(0)t2,46,0.9
t(0)t2,47,0.925
t(0)t2,48,0.95
t(0)t2,49,0.975
t(0)t2,50,0.5
t(0)t2,51,0.4189315
t(0)t2,52,0.35775483
t(0)t2,53,0.47498116
t(0)t2,54,0.22450009
t(0)t2,55,0.20767888
t(0)t2,56,0.36584365
t(0)t2,57,0.3559426
t(0)t2,58,0.53475916
t(0)t2,59,0.4753936
t(0)t2,60,0.33782747
t(0)t2,61,0.32461676
t(0)t2,62,0.6252486
t(0)t2,63,0.56970865
t(0)t2,64,0.508656
t(0)t2,65,0.62868154
t(0)t2,66,0.678519
t(0)t2,67,0.5689665
t(0)t2,68,0.529558
t(0)t2,69,0.57721055
t(0)t2,70,0.5022813
t(0)t2,71,0.51760465
t(0)t2,72,0.37070093
t(0)t2,73,0.42347163
t(0)t2,74,0.51867235
t(0)t2,75,0.46545854
t(0)t2,76,0.6033131
t(0)t2,77,0.70014685
t(0)t2,78,0.5420776
t(0)t2,79,0.4949555
t(0)t2,80,0.6942669
t(0)t2,81,0.7293705
t(0)t2,82,0.30970752
t(0)t2,83,0.37157512
t(0)t2,84,0.45260403
t(0)t2,85,0.5333385
t(0)t2,86,0.5479412
t(0)t2,87,0.3261336
t(0)t2,88,0.26956886
t(0)t2,89,0.6261375
t(0)t2,90,0.25640595
t(0)t2,91,0.31579775
t(0)t2,92,0.39087802
t(0)t2,93,0.45523903
t(0)t2,94,0.29423007
t(0)t2,95,0.5360037
t(0)t2,96,0.5222395
t(0)t2,97,0.66909415
t(0)t2,98,0.379568
t(0)t2,99,0.5156959
t(0)t2,100,0
t(0)t2,101,1
t(0)t3,0,0.46444023
t(0)t3,1,0.55496854
t(0)t3,2,0.33615845
t(0)t3,3,0.35238498
t(0)t3,4,0.55487084
t(0)t3,5,0.5009569
t(0)t3,6,0.56175303
t(0)t3,7,0.31898016
t(0)t3,8,0.28936058
t(0)t3,9,0.570089
t(0)t3,10,0.32190174
t(0)t3,11,0.5470575
t(0)t3,12,0.5300402
t(0)t3,13,0.31712794
t(0)t3,14,0.46792778
t(0)t3,15,0.62550676
t(0)t3,16,0.5421592
t(0)t3,17,0.5519238
t(0)t3,18,0.5485193
t(0)t3,19,0.3963591
t(0)t3,20,0.5514054
t(0)t3,21,0.53738445
t(0)t3,22,0.6518623
t(0)t3,23,0.67663974
t(0)t3,24,0.64270437
t(0)t3,25,0.3469019
t(0)t3,26,0.39403635
t(0)t3,27,0.1917417
t(0)t3,28,0.3045584
t(0)t3,29,0.5712692
t(0)t3,30,0.40309358
t(0)t3,31,0.505898
t(0)t3,32,0.37040374
t(0)t3,33,0.3646057
t(0)t3,34,0.35420448
t(0)t3,35,0.39807376
t(0)t3,36,0.4663721
t(0)t3,37,0.480483
t(0)t3,38,0.4228764
t(0)t3,39,0.3551231
t(0)t3,40,0.358097
t(0)t3,41,0.350687
t(0)t3,42,0.37109363
t(0)t3,43,0.29032645
t(0)t3,44,0.5881919
t(0)t3,45,0.47239906
t(0)t3,46,0.36803368
t(0)t3,47,0.33764336
t(0)t3,48,0.49410647
t(0)t3,49,0.6522157
t(0)t3,50,0.5
t(0)t3,51,0.525
t(0)t3,52,0.55
t(0)t3,53,0.575
t(0)t3,54,0.6
t(0)t3,55,0.625
t(0)t3,56,0.65
t(0)t3,57,0.675
t(0)t3,58,0.7
t(0)t3,59,0.725
t(0)t3,60,0.75
t(0)t3,61,0.775
t(0)t3,62,0.8
t(0)t3,63,0.825
t(0)t3,64,0.85
t(0)t3,65,0.875
t(0)t3,66,0.9
t(0)t3,67,0.925
t(0)t3,68,0.95
t(0)t3,69,0.975
t(0)t3,70,0.5
t(0)t3,71,0.47099307
t(0)t3,72,0.3925489
t(0)t3,73,0.50361425
t(0)t3,74,0.31527814
t(0)t3,75,0.25225848
t(0)t3,76,0.4953665
t(0)t3,77,0.43205944
t(0)t3,78,0.34281692
t(0)t3,79,0.48284814
t(0)t3,80,0.36082798
t(0)t3,81,0.38232192
t(0)t3,82,0.59900343
t(0)t3,83,0.5783999
t(0)t3,84,0.5960672
t(0)t3,85,0.58645463
t(0)t3,86,0.57047033
t(0)t3,87,0.6383278
t(0)t3,88,0.5645874
t(0)t3,89,0.7070193
t(0)t3,90,0.6507428
t(0)t3,91,0.4704525
t(0)t3,92,0.3957652
t(0)t3,93,0.28795972
t(0)t3,94,0.5859484
t(0)t3,95,0.41163173
t(0)t3,96,0.5262836
t(0)t3,97,0.70707464
t(0)t3,98,0.47554433
t(0)t3,99,0.50044996
t(0)t3,100,0
t(0)t3,101,1
t(0)t4,0,0.705891
t(0)t4,1,0.49898145
t(0)t4,2,0.26701376
t(0)t4,3,0.40014893
t(0)t4,4,0.5935046
t(0)t4,5,0.4161896
t(0)t4,6,0.5695942
t(0)t4,7,0.50659835
t(0)t4,8,0.41826797
t(0)t4,9,0.623078
t(0)t4,10,0.5754328
t(0)t4,11,0.4783531
t(0)t4,12,0.53950506
t(0)t4,13,0.42713508
t(0)t4,14,0.40259293
t(0)t4,15,0.47126234
t(0)t4,16,0.45517418
t(0)t4,17,0.38643697
t(0)t4,18,0.45594436
t(0)t4,19,0.5403957
t(0)t4,20,0.5933799
t(0)t4,21,0.338432
t(0)t4,22,0.43791762
t(0)t4,23,0.38061804
t(0)t4,24,0.35926205
t(0)t4,25,0.58233565
t(0)t4,26,0.4995027
t(0)t4,27,0.37114286
t(0)t4,28,0.43742722
t(0)t4,29,0.51748514
t(0)t4,30,0.6446658
t(0)t4,31,0.5541725
t(0)t4,32,0.59167594
t(0)t4,33,0.5988005
t(0)t4,34,0.3679275
t(0)t4,35,0.35101113
t(0)t4,36,0.2724876
t(0)t4,37,0.47479996
t(0)t4,38,0.38952476
t(0)t4,39,0.3119564
t(0)t4,40,0.47995323
t(0)t4,41,0.55631673
t(0)t4,42,0.5583173
t(0)t4,43,0.40124583
t(0)t4,44,0.4024315
t(0)t4,45,0.29562676
t(0)t4,46,0.5200314
t(0)t4,47,0.5950904
t(0)t4,48,0.4618144
t(0)t4,49,0.5395253
t(0)t4,50,0.4743126
t(0)t4,51,0.4667338
t(0)t4,52,0.41681415
t(0)t4,53,0.55401987
t(0)t4,54,0.49166566
t(0)t4,55,0.5477756
t(0)t4,56,0.39181513
t(0)t4,57,0.39012507
t(0)t4,58,0.42513686
t(0)t4,59,0.41102573
t(0)t4,60,0.5
t(0)t4,61,0.525
t(0)t4,62,0.55
t(0)t4,63,0.575
t(0)t4,64,0.6
t(0)t4,65,0.625
t(0)t4,66,0.65
t(0)t4,67,0.675
t(0)t4,68,0.7
t(0)t4,69,0.725
t(0)t4,70,0.75
t(0)t4,71,0.775
t(0)t4,72,0.8
t(0)t4,73,0.825
t(0)t4,74,0.85
t(0)t4,75,0.875
t(0)t4,76,0.9
t(0)t4,77,0.925
t(0)t4,78,0.95
t(0)t4,79,0.975
t(0)t4,80,0.5
t(0)t4,81,0.41592965
t(0)t4,82,0.54863846
t(0)t4,83,0.34047455
t(0)t4,84,0.27837348
t(0)t4,85,0.25305578
t(0)t4,86,0.32687718
t(0)t4,87,0.5227814
t(0)t4,88,0.418942
t(0)t4,89,0.49761233
t(0)t4,90,0.34893656
t(0)t4,91,0.35295576
t(0)t4,92,0.35745347
t(0)t4,93,0.497336
t(0)t4,94,0.6402233
t(0)t4,95,0.5770521
t(0)t4,96,0.6291286
t(0)t4,97,0.56247044
t(0)t4,98,0.57016414
t(0)t4,99,0.5658054
t(0)t4,100,0
t(0)t4,101,1
t(0)t5,0,0.5
t(0)t5,1,0.39033106
t(0)t5,2,0.6194407
t(0)t5,3,0.53978693
t(0)t5,4,0.33338743
t(0)t5,5,0.24096233
t(0)t5,6,0.29636782
t(0)t5,7,0.27854115
t(0)t5,8,0.37016016
t(0)t5,9,0.2830653
t(0)t5,10,0.461876
t(0)t5,11,0.42338592
t(0)t5,12,0.3244356
t(0)t5,13,0.7453581
t(0)t5,14,0.6644912
t(0)t5,15,0.5030615
t(0)t5,16,0.58461225
t(0)t5,17,0.5939582
t(0)t5,18,0.6313253
t(0)t5,19,0.48427716
t(0)t5,20,0.5173872
t(0)t5,21,0.47962174
t(0)t5,22,0.4091309
t(0)t5,23,0.43087715
t(0)t5,24,0.6128746
t(0)t5,25,0.61492896
t(0)t5,26,0.50637144
t(0)t5,27,0.58681715
t(0)t5,28,0.5431417
t(0)t5,29,0.59813887
t(0)t5,30,0.5480423
t(0)t5,31,0.47940928
t(0)t5,32,0.49207044
t(0)t5,33,0.40040508
t(0)t5,34,0.23613591
t(0)t5,35,0.5189586
t(0)t5,36,0.50327677
t(0)t5,37,0.4435262
t(0)t5,38,0.2320976
t(0)t5,39,0.44741645
t(0)t5,40,0.42457008
t(0)t5,41,0.31763104
t(0)t5,42,0.36258388
t(0)t5,43,0.37107846
t(0)t5,44,0.5457314
t(0)t5,45,0.53991044
t(0)t5,46,0.5491372
t(0)t5,47,0.6820731
t(0)t5,48,0.5481199
t(0)t5,49,0.5649904
t(0)t5,50,0.60637426
t(0)t5,51,0.61492383
t(0)t5,52,0.602683
t(0)t5,53,0.69741917
t(0)t5,54,0.4266313
t(0)t5,55,0.31393248
t(0)t5,56,0.27856126
t(0)t5,57,0.3565336
t(0)t5,58,0.7895087
t(0)t5,59,0.5289701
t(0)t5,60,0.58783144
t(0)t5,61,0.5792863
t(0)t5,62,0.4060712
t(0)t5,63,0.28660914
t(0)t5,64,0.38585255
t(0)t5,65,0.2926693
t(0)t5,66,0.5276151
t(0)t5,67,0.40878585
t(0)t5,68,0.4653502
t(0)t5,69,0.43782932
t(0)t5,70,0.4786562
t(0)t5,71,0.302211
t(0)t5,72,0.45275438
t(0)t5,73,0.48475683
t(0)t5,74,0.3549981
t(0)t5,75,0.3780537
t(0)t5,76,0.3054873
t(0)t5,77,0.5618583
t(0)t5,78,0.7055955
t(0)t5,79,0.40422904
t(0)t5,80,0.5
t(0)t5,81,0.525
t(0)t5,82,0.55
t(0)t5,83,0.575
t(0)t5,84,0.6
t(0)t5,85,0.625
t(0)t5,86,0.65
t(0)t5,87,0.675
t(0)t5,88,0.7
t(0)t5,89,0.725
t(0)t5,90,0.75
t(0)t5,91,0.775
t(0)t5,92,0.8
t(0)t5,93,0.825
t(0)t5,94,0.85
t(0)t5,95,0.875
t(0)t5,96,0.9
t(0)t5,97,0.925
t(0)t5,98,0.95
t(0)t5,99,0.975
t(0)t5,100,0
t(0)t5,101,1
t(0)v0,0,0.436585
t(0)v0,1,0.3618658
t(0)v0,2,0.21112965
t(0)v0,3,0.43361685
t(0)v0,4,0.5457079
t(0)v0,5,0.5138335
t(0)v0,6,0.48462325
t(0)v0,7,0.32513803
t(0)v0,8,0.12920365
t(0)v0,9,0.5233779
t(0)v0,10,0.46533895
t(0)v0,11,0.5416924
t(0)v0,12,0.5511775
t(0)v0,13,0.39850053
t(0)v0,14,0.30676273
t(0)v0,15,0.35769016
t(0)v0,16,0.28114992
t(0)v0,17,0.24752493
t(0)v0,18,0.25803775
t(0)v0,19,0.34398198
t(0)v0,20,0.49400902
t(0)v0,21,0.3847962
t(0)v0,22,0.39025402
t(0)v0,23,0.32130343
t(0)v0,24,0.37211782
t(0)v0,25,0.38526586
t(0)v0,26,0.56328034
t(0)v0,27,0.50028664
t(0)v0,28,0.519
t(0)v0,29,0.3929259
t(0)v0,30,0.29541913
t(0)v0,31,0.38725427
t(0)v0,32,0.26761797
t(0)v0,33,0.5341814
t(0)v0,34,0.31626463
t(0)v0,35,0.4119838
t(0)v0,36,0.34380838
t(0)v0,37,0.5270598
t(0)v0,38,0.636882
t(0)v0,39,0.48567504
t(0)v0,40,0.45
t(0)v0,41,0.47499996
t(0)v0,42,0.5
t(0)v0,43,0.525
t(0)v0,44,0.55
t(0)v0,45,0.575
t(0)v0,46,0.59999996
t(0)v0,47,0.625
t(0)v0,48,0.65
t(0)v0,49,0.675
t(0)v0,50,0.7
t(0)v0,51,0.72499996
t(0)v0,52,0.75
t(0)v0,53,0.775
t(0)v0,54,0.8
t(0)v0,55,0.825
t(0)v0,56,0.84999996
t(0)v0,57,0.875
t(0)v0,58,0.9
t(0)v0,59,0.925
t(0)v0,60,0.45
t(0)v0,61,0.36687115
t(0)v0,62,0.32944977
t(0)v0,63,0.34546456
t(0)v0,64,0.18023375
t(0)v0,65,0.27060828
t(0)v0,66,0.37201843
t(0)v0,67,0.39648694
t(0)v0,68,0.6550631
t(0)v0,69,0.23189025
t(0)v0,70,0.27606946
t(0)v0,71,0.25994202
t(0)v0,72,0.33022135
t(0)v0,73,0.49881262
t(0)v0,74,0.60124445
t(0)v0,75,0.5790064
t(0)v0,76,0.6051113
t(0)v0,77,0.53102535
t(0)v0,78,0.58047485
t(0)v0,79,0.6206297
t(0)v0,80,0.50422835
t(0)v0,81,0.37109464
t(0)v0,82,0.22970243
t(0)v0,83,0.57548654
t(0)v0,84,0.3154011
t(0)v0,85,0.3834322
t(0)v0,86,0.43729016
t(0)v0,87,0.55494976
t(0)v0,88,0.43407637
t(0)v0,89,0.6027376
t(0)v0,90,0.6634192
t(0)v0,91,0.6722236
t(0)v0,92,0.24112143
t(0)v0,93,0.31635976
t(0)v0,94,0.18669097
t(0)v0,95,0.5297348
t(0)v0,96,0.38805524
t(0)v0,97,0.21819858
t(0)v0,98,0.38969353
t(0)v0,99,0.39382833
t(0)v0,100,0
t(0)v0,101,1
t(0)v1,0,0.24366245
t(0)v1,1,0.27569932
t(0)v1,2,0.22037295
t(0)v1,3,0.30490923
t(0)v1,4,0.43546256
t(0)v1,5,0.39220116
t(0)v1,6,0.14302346
t(0)v1,7,0.36142102
t(0)v1,8,0.20404494
t(0)v1,9,0.3633941
t(0)v1,10,0.33004472
t(0)v1,11,0.40783474
t(0)v1,12,0.4920943
t(0)v1,13,0.44273433
t(0)v1,14,0.44425395
t(0)v1,15,0.23273855
t(0)v1,16,0.11428735
t(0)v1,17,0.008823067
t(0)v1,18,0.23834017
t(0)v1,19,0.16258168
t(0)v1,20,0.20372796
t(0)v1,21,0.40563527
t(0)v1,22,0.50640893
t(0)v1,23,0.30955872
t(0)v1,24,0.24181455
t(0)v1,25,0.38360974
t(0)v1,26,0.32153755
t(0)v1,27,0.37902948
t(0)v1,28,0.41539028
t(0)v1,29,0.33934072
t(0)v1,30,0.14530265
t(0)v1,31,0.19789413
t(0)v1,32,0.086529344
t(0)v1,33,0.41409406
t(0)v1,34,0.33151895
t(0)v1,35,0.374222
t(0)v1,36,0.16551164
t(0)v1,37,0.44629952
t(0)v1,38,0.35433945
t(0)v1,39,0.37977454
t(0)v1,40,0.35
t(0)v1,41,0.37499997
t(0)v1,42,0.4
t(0)v1,43,0.42499998
t(0)v1,44,0.45000002
t(0)v1,45,0.475
t(0)v1,46,0.49999997
t(0)v1,47,0.525
t(0)v1,48,0.54999995
t(0)v1,49,0.57500005
t(0)v1,50,0.6
t(0)v1,51,0.625
t(0)v1,52,0.65
t(0)v1,53,0.67499995
t(0)v1,54,0.70000005
t(0)v1,55,0.725
t(0)v1,56,0.75
t(0)v1,57,0.775
t(0)v1,58,0.79999995
t(0)v1,59,0.82500005
t(0)v1,60,0.35
t(0)v1,61,0.22871885
t(0)v1,62,0.42712644
t(0)v1,63,0.18006012
t(0)v1,64,0.16525221
t(0)v1,65,0.12046528
t(0)v1,66,0.35994455
t(0)v1,67,0.35543445
t(0)v1,68,0.31139565
t(0)v1,69,0.32191572
t(0)v1,70,0.18836573
t(0)v1,71,0.26617077
t(0)v1,72,0.3014456
t(0)v1,73,0.47423032
t(0)v1,74,0.47663042
t(0)v1,75,0.5264436
t(0)v1,76,0.553342
